secao,scenario_id,titulo,descricao,modo_alocacao,batalhoes_ativos,batalhao_metropolitano_escolhido,total_distance_km,average_distance_km,median_distance_km,p90_distance_km,max_distance_km,centralidade_operacional_km,compactacao_territorial_km,casos_fragmentados,municipios_redistribuidos,municipios_mantidos,ganho_total_vs_atual_km,ganhos_significativos,municipios_mal_alocados,distancias_criticas,percentual_manutencao_estrutura,municipio,latitude,longitude,status_atual,status_sugerido,batalhao_atual,batalhao_sugerido,companhia_atual,companhia_sugerida,distancia_rodoviaria_ao_batalhao_atual_km,distancia_rodoviaria_ao_batalhao_sugerido_km,ganho_km,mudar_batalhao,mudar_status,justificativa_tecnica,criterio_batalhao,criterio_companhia,classificacao_analitica,ganho_significativo,chave,valor
municipios_redistribuidos,,,,,,,,,,,,,,,,,,,,,,Ocara,-4.490135,-38.596978,pelotao,pelotao,Russas,Horizonte,Quixadá,Pacajus,108.7046,58.0371,50.6675,sim,nao,Ocara foi redistribuído de Russas para Horizonte por menor distância rodoviária real (58.0 km frente a 108.7 km) com ganho de 50.7 km. Subordinação sugerida à companhia Pacajus (companhia_mais_proxima_por_distancia_rodoviaria).,menor_distancia_rodoviaria,companhia_mais_proxima_por_distancia_rodoviaria,forte_ganho,True,,
municipios_redistribuidos,,,,,,,,,,,,,,,,,,,,,,Pacajus,-4.171073,-38.464988,companhia,companhia,Caucaia,Horizonte,Pacajus,Pacajus,64.4139,10.4562,53.9577,sim,nao,Pacajus foi redistribuído de Caucaia para Horizonte por menor distância rodoviária real (10.5 km frente a 64.4 km) com ganho de 54.0 km.,menor_distancia_rodoviaria,municipio_definido_como_companhia,forte_ganho,True,,
municipios_redistribuidos,,,,,,,,,,,,,,,,,,,,,,Paracuru,-3.41436,-39.030028,pelotao,pelotao,Caucaia,Itapipoca,São Gonçalo do Amarante,Paraipaba,74.1255,75.1196,-0.9941,sim,nao,"Paracuru foi ajustado para Itapipoca para evitar fragmentação territorial, com desempenho técnico dentro de 10.0 km do melhor concorrente. Subordinação sugerida à companhia Paraipaba (companhia_mais_proxima_por_distancia_rodoviaria).",coerencia_territorial,companhia_mais_proxima_por_distancia_rodoviaria,redistribuido,False,,
municipios_redistribuidos,,,,,,,,,,,,,,,,,,,,,,Paraipaba,-3.437987,-39.147868,pelotao,companhia,Caucaia,Itapipoca,São Gonçalo do Amarante,Paraipaba,78.6027,59.3751,19.2276,sim,sim,Paraipaba foi redistribuído de Caucaia para Itapipoca por menor distância rodoviária real (59.4 km frente a 78.6 km) com ganho de 19.2 km. Município promovido a companhia para reduzir dispersão interna de Itapipoca com base na centralidade rodoviária.,menor_distancia_rodoviaria,municipio_definido_como_companhia,redistribuido,False,,
municipios_redistribuidos,,,,,,,,,,,,,,,,,,,,,,Parambu,-6.211784,-40.694871,pelotao,pelotao,Juazeiro do Norte,Crateús,Tauá,Tauá,284.0325,137.5451,146.4874,sim,nao,Parambu foi redistribuído de Juazeiro do Norte para Crateús por menor distância rodoviária real (137.5 km frente a 284.0 km) com ganho de 146.5 km. Subordinação sugerida à companhia Tauá (companhia_mantida_por_estabilidade).,menor_distancia_rodoviaria,companhia_mantida_por_estabilidade,forte_ganho,True,,
municipios_redistribuidos,,,,,,,,,,,,,,,,,,,,,,Pedra Branca,-5.454334,-39.715165,pelotao,pelotao,Russas,Quixadá,Quixeramobim,Quixeramobim,270.1844,126.4486,143.7358,sim,nao,"Pedra Branca foi ajustado para Quixadá para evitar fragmentação territorial, com desempenho técnico dentro de 10.0 km do melhor concorrente. Subordinação sugerida à companhia Quixeramobim (companhia_mantida_por_estabilidade).",coerencia_territorial,companhia_mantida_por_estabilidade,forte_ganho,True,,
municipios_redistribuidos,,,,,,,,,,,,,,,,,,,,,,Pentecoste,-3.792745,-39.269229,pelotao,pelotao,Sobral,Itapipoca,Itapipoca,Itapipoca,152.8301,61.2196,91.6105,sim,nao,Pentecoste foi redistribuído de Sobral para Itapipoca por menor distância rodoviária real (61.2 km frente a 152.8 km) com ganho de 91.6 km. Subordinação sugerida à companhia Itapipoca (companhia_mantida_por_estabilidade).,menor_distancia_rodoviaria,companhia_mantida_por_estabilidade,forte_ganho,True,,
municipios_redistribuidos,,,,,,,,,,,,,,,,,,,,,,Quixadá,-4.966301,-39.015474,cia_independente,batalhao,Russas,Quixadá,Quixadá,Quixadá,135.8695,0.0,135.8695,sim,sim,Quixadá torna-se sede de batalhão promovido obrigatório.,batalhao_promovido_obrigatorio,sede_batalhao,forte_ganho,True,,
municipios_redistribuidos,,,,,,,,,,,,,,,,,,,,,,Quixeramobim,-5.190672,-39.288947,companhia,companhia,Russas,Quixadá,Quixeramobim,Quixeramobim,178.5842,43.3324,135.2518,sim,nao,Quixeramobim foi redistribuído de Russas para Quixadá por menor distância rodoviária real (43.3 km frente a 178.6 km) com ganho de 135.3 km.,menor_distancia_rodoviaria,municipio_definido_como_companhia,forte_ganho,True,,
municipios_redistribuidos,,,,,,,,,,,,,,,,,,,,,,Redenção,-4.215873,-38.727719,pelotao,pelotao,Russas,Horizonte,Quixadá,Pacajus,133.0431,46.0292,87.0139,sim,nao,Redenção foi redistribuído de Russas para Horizonte por menor distância rodoviária real (46.0 km frente a 133.0 km) com ganho de 87.0 km. Subordinação sugerida à companhia Pacajus (companhia_mais_proxima_por_distancia_rodoviaria).,menor_distancia_rodoviaria,companhia_mais_proxima_por_distancia_rodoviaria,forte_ganho,True,,
municipios_redistribuidos,,,,,,,,,,,,,,,,,,,,,,Senador Pompeu,-5.582444,-39.370369,pelotao,pelotao,Russas,Quixadá,Quixeramobim,Quixeramobim,220.6352,96.6016,124.0336,sim,nao,Senador Pompeu foi redistribuído de Russas para Quixadá por menor distância rodoviária real (96.6 km frente a 220.6 km) com ganho de 124.0 km. Subordinação sugerida à companhia Quixeramobim (companhia_mantida_por_estabilidade).,menor_distancia_rodoviaria,companhia_mantida_por_estabilidade,forte_ganho,True,,
municipios_redistribuidos,,,,,,,,,,,,,,,,,,,,,,Tamboril,-4.831364,-40.319593,pelotao,pelotao,Juazeiro do Norte,Crateús,Crateús,Crateús,420.7024,65.2319,355.4705,sim,nao,Tamboril foi redistribuído de Juazeiro do Norte para Crateús por menor distância rodoviária real (65.2 km frente a 420.7 km) com ganho de 355.5 km. Subordinação sugerida à companhia Crateús (companhia_mantida_por_estabilidade).,menor_distancia_rodoviaria,companhia_mantida_por_estabilidade,forte_ganho,True,,
municipios_redistribuidos,,,,,,,,,,,,,,,,,,,,,,Tauá,-5.985853,-40.296802,companhia,companhia,Juazeiro do Norte,Crateús,Tauá,Tauá,224.2237,133.8211,90.4026,sim,nao,Tauá foi redistribuído de Juazeiro do Norte para Crateús por menor distância rodoviária real (133.8 km frente a 224.2 km) com ganho de 90.4 km.,menor_distancia_rodoviaria,municipio_definido_como_companhia,forte_ganho,True,,
municipios_redistribuidos,,,,,,,,,,,,,,,,,,,,,,Trairi,-3.269323,-39.268126,pelotao,pelotao,Caucaia,Itapipoca,São Gonçalo do Amarante,Paraipaba,110.5094,53.4486,57.0608,sim,nao,Trairi foi redistribuído de Caucaia para Itapipoca por menor distância rodoviária real (53.4 km frente a 110.5 km) com ganho de 57.1 km. Subordinação sugerida à companhia Paraipaba (companhia_mais_proxima_por_distancia_rodoviaria).,menor_distancia_rodoviaria,companhia_mais_proxima_por_distancia_rodoviaria,forte_ganho,True,,
municipios_mantidos,,,,,,,,,,,,,,,,,,,,,,Acaraú,-2.887689,-40.118306,companhia,companhia,Sobral,Sobral,Acaraú,Acaraú,108.3581,108.3581,0.0,nao,nao,Acaraú foi mantido em Sobral por estabilidade estrutural; a diferença para Itapipoca ficou dentro da margem configurada de 15.0 km.,margem_estabilidade,municipio_definido_como_companhia,estavel,False,,
municipios_mantidos,,,,,,,,,,,,,,,,,,,,,,Aquiraz,-3.899293,-38.389563,companhia,companhia,Caucaia,Caucaia,Aquiraz,Aquiraz,45.2468,45.2468,0.0,nao,nao,Aquiraz foi mantido em Caucaia por estabilidade estrutural; a diferença para Horizonte ficou dentro da margem configurada de 15.0 km.,margem_estabilidade,municipio_definido_como_companhia,estavel,False,,
municipios_mantidos,,,,,,,,,,,,,,,,,,,,,,Aracati,-4.558259,-37.767894,companhia,companhia,Russas,Russas,Aracati,Aracati,71.4417,71.4417,0.0,nao,nao,A alocação atual em Russas já é a mais eficiente em distância rodoviária real (71.4 km).,estrutura_atual_ja_eficiente,municipio_definido_como_companhia,estavel,False,,
municipios_mantidos,,,,,,,,,,,,,,,,,,,,,,Aurora,-6.942651,-38.967633,pelotao,pelotao,Juazeiro do Norte,Juazeiro do Norte,Brejo Santo,Juazeiro do Norte,70.9135,70.9135,0.0,nao,nao,A alocação atual em Juazeiro do Norte já é a mais eficiente em distância rodoviária real (70.9 km). Subordinação sugerida à companhia Juazeiro do Norte (companhia_mais_proxima_por_distancia_rodoviaria).,estrutura_atual_ja_eficiente,companhia_mais_proxima_por_distancia_rodoviaria,estavel,False,,
municipios_mantidos,,,,,,,,,,,,,,,,,,,,,,Barbalha,-7.311391,-39.302506,companhia,companhia,Juazeiro do Norte,Juazeiro do Norte,Barbalha,Barbalha,13.6347,13.6347,0.0,nao,nao,A alocação atual em Juazeiro do Norte já é a mais eficiente em distância rodoviária real (13.6 km).,estrutura_atual_ja_eficiente,municipio_definido_como_companhia,estavel,False,,
municipios_mantidos,,,,,,,,,,,,,,,,,,,,,,Bela Cruz,-3.050514,-40.167126,pelotao,pelotao,Sobral,Sobral,Acaraú,Acaraú,96.308,96.308,0.0,nao,nao,Bela Cruz foi mantido em Sobral por estabilidade estrutural; a diferença para Itapipoca ficou dentro da margem configurada de 15.0 km. Subordinação sugerida à companhia Acaraú (companhia_mantida_por_estabilidade).,margem_estabilidade,companhia_mantida_por_estabilidade,estavel,False,,
municipios_mantidos,,,,,,,,,,,,,,,,,,,,,,Brejo Santo,-7.493608,-38.986519,companhia,companhia,Juazeiro do Norte,Juazeiro do Norte,Brejo Santo,Brejo Santo,63.3363,63.3363,0.0,nao,nao,A alocação atual em Juazeiro do Norte já é a mais eficiente em distância rodoviária real (63.3 km).,estrutura_atual_ja_eficiente,municipio_definido_como_companhia,estavel,False,,
municipios_mantidos,,,,,,,,,,,,,,,,,,,,,,Camocim,-2.900501,-40.841281,companhia,companhia,Sobral,Sobral,Camocim,Camocim,125.8989,125.8989,0.0,nao,nao,A alocação atual em Sobral já é a mais eficiente em distância rodoviária real (125.9 km).,estrutura_atual_ja_eficiente,municipio_definido_como_companhia,estavel,False,,
municipios_mantidos,,,,,,,,,,,,,,,,,,,,,,Campos Sales,-7.074116,-40.376407,pelotao,pelotao,Juazeiro do Norte,Juazeiro do Norte,Tauá,Crato,147.915,147.915,0.0,nao,nao,A alocação atual em Juazeiro do Norte já é a mais eficiente em distância rodoviária real (147.9 km). Subordinação sugerida à companhia Crato (companhia_mais_proxima_por_distancia_rodoviaria).,estrutura_atual_ja_eficiente,companhia_mais_proxima_por_distancia_rodoviaria,estavel,False,,
municipios_mantidos,,,,,,,,,,,,,,,,,,,,,,Caririaçu,-7.042029,-39.28423,pelotao,pelotao,Juazeiro do Norte,Juazeiro do Norte,Barbalha,Barbalha,27.7219,27.7219,0.0,nao,nao,A alocação atual em Juazeiro do Norte já é a mais eficiente em distância rodoviária real (27.7 km). Subordinação sugerida à companhia Barbalha (companhia_mantida_por_estabilidade).,estrutura_atual_ja_eficiente,companhia_mantida_por_estabilidade,estavel,False,,
municipios_mantidos,,,,,,,,,,,,,,,,,,,,,,Caucaia,-3.727966,-38.661931,batalhao,batalhao,Caucaia,Caucaia,Caucaia,Caucaia,0.0,0.0,0.0,nao,nao,Caucaia permanece como sede de batalhão fixo obrigatório.,batalhao_fixo_obrigatorio,sede_batalhao,estavel,False,,
municipios_mantidos,,,,,,,,,,,,,,,,,,,,,,Cedro,-6.600049,-39.06087,pelotao,pelotao,Juazeiro do Norte,Juazeiro do Norte,Iguatu,Iguatu,99.7119,99.7119,0.0,nao,nao,A alocação atual em Juazeiro do Norte já é a mais eficiente em distância rodoviária real (99.7 km). Subordinação sugerida à companhia Iguatu (companhia_mantida_por_estabilidade).,estrutura_atual_ja_eficiente,companhia_mantida_por_estabilidade,estavel,False,,
municipios_mantidos,,,,,,,,,,,,,,,,,,,,,,Crato,-7.23114,-39.41071,companhia,companhia,Juazeiro do Norte,Juazeiro do Norte,Crato,Crato,12.1555,12.1555,0.0,nao,nao,A alocação atual em Juazeiro do Norte já é a mais eficiente em distância rodoviária real (12.2 km).,estrutura_atual_ja_eficiente,municipio_definido_como_companhia,estavel,False,,
municipios_mantidos,,,,,,,,,,,,,,,,,,,,,,Cruz,-2.918137,-40.17514,pelotao,pelotao,Sobral,Sobral,Acaraú,Acaraú,113.2824,113.2824,0.0,nao,nao,Cruz foi mantido em Sobral por estabilidade estrutural; a diferença para Itapipoca ficou dentro da margem configurada de 15.0 km. Subordinação sugerida à companhia Acaraú (companhia_mantida_por_estabilidade).,margem_estabilidade,companhia_mantida_por_estabilidade,estavel,False,,
municipios_mantidos,,,,,,,,,,,,,,,,,,,,,,Eusébio,-3.892501,-38.455875,companhia,companhia,Caucaia,Caucaia,Eusébio,Eusébio,39.4418,39.4418,0.0,nao,nao,A alocação atual em Caucaia já é a mais eficiente em distância rodoviária real (39.4 km).,estrutura_atual_ja_eficiente,municipio_definido_como_companhia,estavel,False,,
municipios_mantidos,,,,,,,,,,,,,,,,,,,,,,Forquilha,-3.799445,-40.263733,pelotao,pelotao,Sobral,Sobral,Sobral,Sobral,17.8037,17.8037,0.0,nao,nao,A alocação atual em Sobral já é a mais eficiente em distância rodoviária real (17.8 km). Subordinação sugerida à companhia Sobral (companhia_mantida_por_estabilidade).,estrutura_atual_ja_eficiente,companhia_mantida_por_estabilidade,estavel,False,,
municipios_mantidos,,,,,,,,,,,,,,,,,,,,,,Granja,-3.120289,-40.826804,pelotao,pelotao,Sobral,Sobral,Camocim,Camocim,98.7474,98.7474,0.0,nao,nao,A alocação atual em Sobral já é a mais eficiente em distância rodoviária real (98.7 km). Subordinação sugerida à companhia Camocim (companhia_mantida_por_estabilidade).,estrutura_atual_ja_eficiente,companhia_mantida_por_estabilidade,estavel,False,,
municipios_mantidos,,,,,,,,,,,,,,,,,,,,,,Guaiúba,-4.040571,-38.640372,pelotao,pelotao,Caucaia,Caucaia,Maranguape,Pacatuba,43.4829,43.4829,0.0,nao,nao,Guaiúba foi mantido em Caucaia por estabilidade estrutural; a diferença para Horizonte ficou dentro da margem configurada de 15.0 km. Subordinação sugerida à companhia Pacatuba (companhia_mais_proxima_por_distancia_rodoviaria).,margem_estabilidade,companhia_mais_proxima_por_distancia_rodoviaria,estavel,False,,
municipios_mantidos,,,,,,,,,,,,,,,,,,,,,,Guaraciaba do Norte,-4.166942,-40.747498,pelotao,pelotao,Sobral,Sobral,Tianguá,Ipu,94.8532,94.8532,0.0,nao,nao,A alocação atual em Sobral já é a mais eficiente em distância rodoviária real (94.9 km). Subordinação sugerida à companhia Ipu (companhia_mais_proxima_por_distancia_rodoviaria).,estrutura_atual_ja_eficiente,companhia_mais_proxima_por_distancia_rodoviaria,estavel,False,,
municipios_mantidos,,,,,,,,,,,,,,,,,,,,,,Ibiapina,-3.924003,-40.889523,pelotao,pelotao,Sobral,Sobral,Tianguá,Tianguá,74.4947,74.4947,0.0,nao,nao,A alocação atual em Sobral já é a mais eficiente em distância rodoviária real (74.5 km). Subordinação sugerida à companhia Tianguá (companhia_mantida_por_estabilidade).,estrutura_atual_ja_eficiente,companhia_mantida_por_estabilidade,estavel,False,,
municipios_mantidos,,,,,,,,,,,,,,,,,,,,,,Icapuí,-4.712783,-37.355437,pelotao,pelotao,Russas,Russas,Aracati,Aracati,119.0402,119.0402,0.0,nao,nao,A alocação atual em Russas já é a mais eficiente em distância rodoviária real (119.0 km). Subordinação sugerida à companhia Aracati (companhia_mantida_por_estabilidade).,estrutura_atual_ja_eficiente,companhia_mantida_por_estabilidade,estavel,False,,
municipios_mantidos,,,,,,,,,,,,,,,,,,,,,,Icó,-6.405281,-38.861938,pelotao,pelotao,Juazeiro do Norte,Juazeiro do Norte,Iguatu,Iguatu,149.2648,149.2648,0.0,nao,nao,A alocação atual em Juazeiro do Norte já é a mais eficiente em distância rodoviária real (149.3 km). Subordinação sugerida à companhia Iguatu (companhia_mantida_por_estabilidade).,estrutura_atual_ja_eficiente,companhia_mantida_por_estabilidade,estavel,False,,
municipios_mantidos,,,,,,,,,,,,,,,,,,,,,,Iguatu,-6.362805,-39.298236,companhia,companhia,Juazeiro do Norte,Juazeiro do Norte,Iguatu,Iguatu,153.9962,153.9962,0.0,nao,nao,A alocação atual em Juazeiro do Norte já é a mais eficiente em distância rodoviária real (154.0 km).,estrutura_atual_ja_eficiente,municipio_definido_como_companhia,atencao_logistica,False,,
municipios_mantidos,,,,,,,,,,,,,,,,,,,,,,Ipu,-4.322958,-40.710903,companhia,companhia,Sobral,Sobral,Ipu,Ipu,102.2377,102.2377,0.0,nao,nao,A alocação atual em Sobral já é a mais eficiente em distância rodoviária real (102.2 km).,estrutura_atual_ja_eficiente,municipio_definido_como_companhia,estavel,False,,
municipios_mantidos,,,,,,,,,,,,,,,,,,,,,,Jaguaribe,-5.902134,-38.622653,pelotao,pelotao,Russas,Russas,Limoeiro do Norte,Limoeiro do Norte,150.2744,150.2744,0.0,nao,nao,A alocação atual em Russas já é a mais eficiente em distância rodoviária real (150.3 km). Subordinação sugerida à companhia Limoeiro do Norte (companhia_mantida_por_estabilidade).,estrutura_atual_ja_eficiente,companhia_mantida_por_estabilidade,atencao_logistica,False,,
municipios_mantidos,,,,,,,,,,,,,,,,,,,,,,Jaguaruana,-4.831508,-37.780997,pelotao,pelotao,Russas,Russas,Limoeiro do Norte,Russas,45.6538,45.6538,0.0,nao,nao,A alocação atual em Russas já é a mais eficiente em distância rodoviária real (45.7 km). Subordinação sugerida à companhia Russas (companhia_mais_proxima_por_distancia_rodoviaria).,estrutura_atual_ja_eficiente,companhia_mais_proxima_por_distancia_rodoviaria,estavel,False,,
municipios_mantidos,,,,,,,,,,,,,,,,,,,,,,Jardim,-7.586786,-39.280878,pelotao,pelotao,Juazeiro do Norte,Juazeiro do Norte,Barbalha,Barbalha,50.7094,50.7094,0.0,nao,nao,A alocação atual em Juazeiro do Norte já é a mais eficiente em distância rodoviária real (50.7 km). Subordinação sugerida à companhia Barbalha (companhia_mantida_por_estabilidade).,estrutura_atual_ja_eficiente,companhia_mantida_por_estabilidade,estavel,False,,
municipios_mantidos,,,,,,,,,,,,,,,,,,,,,,Juazeiro do Norte,-7.213068,-39.315173,batalhao,batalhao,Juazeiro do Norte,Juazeiro do Norte,Juazeiro do Norte,Juazeiro do Norte,0.0,0.0,0.0,nao,nao,Juazeiro do Norte permanece como sede de batalhão fixo obrigatório.,batalhao_fixo_obrigatorio,sede_batalhao,estavel,False,,
municipios_mantidos,,,,,,,,,,,,,,,,,,,,,,Lavras da Mangabeira,-6.753622,-38.970991,pelotao,pelotao,Juazeiro do Norte,Juazeiro do Norte,Iguatu,Iguatu,89.6005,89.6005,0.0,nao,nao,A alocação atual em Juazeiro do Norte já é a mais eficiente em distância rodoviária real (89.6 km). Subordinação sugerida à companhia Iguatu (companhia_mantida_por_estabilidade).,estrutura_atual_ja_eficiente,companhia_mantida_por_estabilidade,estavel,False,,
municipios_mantidos,,,,,,,,,,,,,,,,,,,,,,Limoeiro do Norte,-5.143921,-38.084693,companhia,companhia,Russas,Russas,Limoeiro do Norte,Limoeiro do Norte,35.7967,35.7967,0.0,nao,nao,A alocação atual em Russas já é a mais eficiente em distância rodoviária real (35.8 km).,estrutura_atual_ja_eficiente,municipio_definido_como_companhia,estavel,False,,
municipios_mantidos,,,,,,,,,,,,,,,,,,,,,,Maracanaú,-3.86699,-38.625901,companhia,companhia,Caucaia,Caucaia,Maracanaú,Maracanaú,21.2934,21.2934,0.0,nao,nao,A alocação atual em Caucaia já é a mais eficiente em distância rodoviária real (21.3 km).,estrutura_atual_ja_eficiente,municipio_definido_como_companhia,estavel,False,,
municipios_mantidos,,,,,,,,,,,,,,,,,,,,,,Maranguape,-3.891432,-38.682911,companhia,companhia,Caucaia,Caucaia,Maranguape,Maranguape,24.9128,24.9128,0.0,nao,nao,A alocação atual em Caucaia já é a mais eficiente em distância rodoviária real (24.9 km).,estrutura_atual_ja_eficiente,municipio_definido_como_companhia,estavel,False,,
municipios_mantidos,,,,,,,,,,,,,,,,,,,,,,Marco,-3.123902,-40.146398,pelotao,pelotao,Sobral,Sobral,Acaraú,Acaraú,87.3346,87.3346,0.0,nao,nao,Marco foi mantido em Sobral por estabilidade estrutural; a diferença para Itapipoca ficou dentro da margem configurada de 15.0 km. Subordinação sugerida à companhia Acaraú (companhia_mantida_por_estabilidade).,margem_estabilidade,companhia_mantida_por_estabilidade,estavel,False,,
municipios_mantidos,,,,,,,,,,,,,,,,,,,,,,Massapê,-3.522294,-40.341098,pelotao,pelotao,Sobral,Sobral,Sobral,Sobral,20.1288,20.1288,0.0,nao,nao,A alocação atual em Sobral já é a mais eficiente em distância rodoviária real (20.1 km). Subordinação sugerida à companhia Sobral (companhia_mantida_por_estabilidade).,estrutura_atual_ja_eficiente,companhia_mantida_por_estabilidade,estavel,False,,
municipios_mantidos,,,,,,,,,,,,,,,,,,,,,,Mauriti,-7.385697,-38.773867,pelotao,pelotao,Juazeiro do Norte,Juazeiro do Norte,Brejo Santo,Brejo Santo,73.2229,73.2229,0.0,nao,nao,A alocação atual em Juazeiro do Norte já é a mais eficiente em distância rodoviária real (73.2 km). Subordinação sugerida à companhia Brejo Santo (companhia_mantida_por_estabilidade).,estrutura_atual_ja_eficiente,companhia_mantida_por_estabilidade,estavel,False,,
municipios_mantidos,,,,,,,,,,,,,,,,,,,,,,Milagres,-7.305949,-38.937858,pelotao,pelotao,Juazeiro do Norte,Juazeiro do Norte,Brejo Santo,Brejo Santo,50.3546,50.3546,0.0,nao,nao,A alocação atual em Juazeiro do Norte já é a mais eficiente em distância rodoviária real (50.4 km). Subordinação sugerida à companhia Brejo Santo (companhia_mantida_por_estabilidade).,estrutura_atual_ja_eficiente,companhia_mantida_por_estabilidade,estavel,False,,
municipios_mantidos,,,,,,,,,,,,,,,,,,,,,,Missão Velha,-7.244638,-39.143057,pelotao,pelotao,Juazeiro do Norte,Juazeiro do Norte,Barbalha,Barbalha,24.0552,24.0552,0.0,nao,nao,A alocação atual em Juazeiro do Norte já é a mais eficiente em distância rodoviária real (24.1 km). Subordinação sugerida à companhia Barbalha (companhia_mantida_por_estabilidade).,estrutura_atual_ja_eficiente,companhia_mantida_por_estabilidade,estavel,False,,
municipios_mantidos,,,,,,,,,,,,,,,,,,,,,,Morada Nova,-5.09736,-38.370158,pelotao,pelotao,Russas,Russas,Limoeiro do Norte,Limoeiro do Norte,57.1698,57.1698,0.0,nao,nao,A alocação atual em Russas já é a mais eficiente em distância rodoviária real (57.2 km). Subordinação sugerida à companhia Limoeiro do Norte (companhia_mantida_por_estabilidade).,estrutura_atual_ja_eficiente,companhia_mantida_por_estabilidade,estavel,False,,
municipios_mantidos,,,,,,,,,,,,,,,,,,,,,,Pacatuba,-3.978396,-38.618296,companhia,companhia,Caucaia,Caucaia,Pacatuba,Pacatuba,35.1958,35.1958,0.0,nao,nao,A alocação atual em Caucaia já é a mais eficiente em distância rodoviária real (35.2 km).,estrutura_atual_ja_eficiente,municipio_definido_como_companhia,estavel,False,,
municipios_mantidos,,,,,,,,,,,,,,,,,,,,,,Russas,-4.926727,-37.972086,batalhao,batalhao,Russas,Russas,Russas,Russas,0.0,0.0,0.0,nao,nao,Russas permanece como sede de batalhão fixo obrigatório.,batalhao_fixo_obrigatorio,sede_batalhao,estavel,False,,
municipios_mantidos,,,,,,,,,,,,,,,,,,,,,,Santa Quitéria,-4.326081,-40.152305,pelotao,pelotao,Sobral,Sobral,Canindé,Ipu,86.3017,86.3017,0.0,nao,nao,A alocação atual em Sobral já é a mais eficiente em distância rodoviária real (86.3 km). Subordinação sugerida à companhia Ipu (companhia_mais_proxima_por_distancia_rodoviaria).,estrutura_atual_ja_eficiente,companhia_mais_proxima_por_distancia_rodoviaria,estavel,False,,
municipios_mantidos,,,,,,,,,,,,,,,,,,,,,,Santana do Acaraú,-3.461435,-40.211827,pelotao,pelotao,Sobral,Sobral,Sobral,Sobral,36.6845,36.6845,0.0,nao,nao,A alocação atual em Sobral já é a mais eficiente em distância rodoviária real (36.7 km). Subordinação sugerida à companhia Sobral (companhia_mantida_por_estabilidade).,estrutura_atual_ja_eficiente,companhia_mantida_por_estabilidade,estavel,False,,
municipios_mantidos,,,,,,,,,,,,,,,,,,,,,,Sobral,-3.689133,-40.34821,batalhao,batalhao,Sobral,Sobral,Sobral,Sobral,0.0,0.0,0.0,nao,nao,Sobral permanece como sede de batalhão fixo obrigatório.,batalhao_fixo_obrigatorio,sede_batalhao,estavel,False,,
municipios_mantidos,,,,,,,,,,,,,,,,,,,,,,São Benedito,-4.047131,-40.859572,pelotao,pelotao,Sobral,Sobral,Tianguá,Tianguá,89.2316,89.2316,0.0,nao,nao,A alocação atual em Sobral já é a mais eficiente em distância rodoviária real (89.2 km). Subordinação sugerida à companhia Tianguá (companhia_mantida_por_estabilidade).,estrutura_atual_ja_eficiente,companhia_mantida_por_estabilidade,estavel,False,,
municipios_mantidos,,,,,,,,,,,,,,,,,,,,,,São Gonçalo do Amarante,-3.605149,-38.972646,companhia,companhia,Caucaia,Caucaia,São Gonçalo do Amarante,São Gonçalo do Amarante,46.175,46.175,0.0,nao,nao,A alocação atual em Caucaia já é a mais eficiente em distância rodoviária real (46.2 km).,estrutura_atual_ja_eficiente,municipio_definido_como_companhia,estavel,False,,
municipios_mantidos,,,,,,,,,,,,,,,,,,,,,,Tabuleiro do Norte,-5.243527,-38.128175,pelotao,pelotao,Russas,Russas,Limoeiro do Norte,Limoeiro do Norte,47.5773,47.5773,0.0,nao,nao,A alocação atual em Russas já é a mais eficiente em distância rodoviária real (47.6 km). Subordinação sugerida à companhia Limoeiro do Norte (companhia_mantida_por_estabilidade).,estrutura_atual_ja_eficiente,companhia_mantida_por_estabilidade,estavel,False,,
municipios_mantidos,,,,,,,,,,,,,,,,,,,,,,Tianguá,-3.729645,-40.992286,companhia,companhia,Sobral,Sobral,Tianguá,Tianguá,88.8438,88.8438,0.0,nao,nao,A alocação atual em Sobral já é a mais eficiente em distância rodoviária real (88.8 km).,estrutura_atual_ja_eficiente,municipio_definido_como_companhia,estavel,False,,
municipios_mantidos,,,,,,,,,,,,,,,,,,,,,,Ubajara,-3.854479,-40.920437,pelotao,pelotao,Sobral,Sobral,Tianguá,Tianguá,81.976,81.976,0.0,nao,nao,A alocação atual em Sobral já é a mais eficiente em distância rodoviária real (82.0 km). Subordinação sugerida à companhia Tianguá (companhia_mantida_por_estabilidade).,estrutura_atual_ja_eficiente,companhia_mantida_por_estabilidade,estavel,False,,
municipios_mantidos,,,,,,,,,,,,,,,,,,,,,,Viçosa do Ceará,-3.566703,-41.091554,pelotao,pelotao,Sobral,Sobral,Tianguá,Tianguá,119.7561,119.7561,0.0,nao,nao,A alocação atual em Sobral já é a mais eficiente em distância rodoviária real (119.8 km). Subordinação sugerida à companhia Tianguá (companhia_mantida_por_estabilidade).,estrutura_atual_ja_eficiente,companhia_mantida_por_estabilidade,estavel,False,,
