municipio_origem,municipio_destino,destino_eh_batalhao_candidato,distance_km,duration_min
Crato,Santana do Acaraú,False,575.1669,562.788333
Crato,Senador Pompeu,False,279.5802,244.06
Crato,Sobral,True,547.227,537.836667
Crato,São Benedito,False,502.8,491.07
Crato,São Gonçalo do Amarante,False,587.9595,490.67
Crato,Tabuleiro do Norte,False,337.3611,254.395
Crato,Tamboril,False,409.0536,403.275
Crato,Tauá,False,212.6932,219.853333
Crato,Tianguá,False,542.981,527.571667
Crato,Trairi,False,652.2079,554.475
Crato,Ubajara,False,526.6758,512.741667
Crato,Viçosa do Ceará,False,573.9776,549.08
Crato,Várzea Alegre,False,81.0942,75.511667
Cruz,Acaraú,False,9.7036,10.798333
Cruz,Acopiara,False,457.2053,476.81
Cruz,Amontada,False,80.6199,75.8
Cruz,Aquiraz,False,264.2366,252.485
Cruz,Aracati,False,383.7211,361.27
Cruz,Aracoiaba,False,307.6184,282.39
Cruz,Aurora,False,696.6905,618.44
Cruz,Barbalha,False,671.9274,653.243333
Cruz,Baturité,False,319.5474,295.04
Cruz,Beberibe,False,317.5303,304.003333
Cruz,Bela Cruz,False,17.0772,16.986667
Cruz,Boa Viagem,False,322.9456,331.076667
Cruz,Brejo Santo,False,751.0229,651.041667
Cruz,Camocim,False,110.567,102.706667
Cruz,Campos Sales,False,634.4611,585.101667
Cruz,Canindé,False,260.1292,261.748333
Cruz,Caririaçu,False,620.5779,621.846667
Cruz,Cascavel,False,296.7926,284.406667
Cruz,Caucaia,True,227.1873,214.475
Cruz,Cedro,False,549.0588,566.373333
Cruz,Chorozinho,False,300.1963,287.02
Cruz,Crateús,True,327.5334,309.803333
Cruz,Crato,False,651.8801,633.421667
Cruz,Cruz,False,0.0,0.0
Cruz,Eusébio,True,256.8242,243.248333
Cruz,Forquilha,False,122.6034,115.198333
Cruz,Fortaleza,False,243.1849,233.621667
Cruz,Granja,False,84.0794,80.23
Cruz,Guaiúba,False,262.9112,244.445
Cruz,Guaraciaba do Norte,False,208.3785,204.663333
Cruz,Horizonte,True,281.8787,278.505
Cruz,Ibiapina,False,187.9798,180.58
Cruz,Icapuí,False,435.7902,406.075
Cruz,Icó,False,612.6298,546.77
Cruz,Iguatu,False,494.2448,514.941667
Cruz,Independência,False,372.4593,352.225
Cruz,Ipu,False,215.6842,205.353333
Cruz,Ipueiras,False,240.489,228.028333
Cruz,Itaitinga,False,262.4891,249.386667
Cruz,Itapajé,False,149.664,144.75
Cruz,Itapipoca,True,112.1182,108.925
Cruz,Itarema,False,33.0486,32.493333
Cruz,Jaguaribe,False,543.7306,494.28
Cruz,Jaguaruana,False,417.0501,395.876667
Cruz,Jardim,False,709.0804,687.953333
Cruz,Juazeiro do Norte,True,648.1731,642.3
Cruz,Lavras da Mangabeira,False,670.6538,589.703333
Cruz,Limoeiro do Norte,False,429.3502,410.716667
Cruz,Maracanaú,False,241.3109,229.405
Cruz,Maranguape,False,243.6318,231.021667
Cruz,Marco,False,25.4646,26.638333
Cruz,Massapê,False,99.0707,96.775
Cruz,Mauriti,False,742.2523,647.44
Cruz,Milagres,False,729.689,635.265
Cruz,Missão Velha,False,756.8589,657.681667
Cruz,Mombaça,False,410.0116,427.876667
Cruz,Morada Nova,False,396.7417,387.076667
Cruz,Nova Russas,False,270.9867,256.715
Cruz,Novo Oriente,False,368.4761,347.481667
Cruz,Ocara,False,325.4842,300.106667
Cruz,Pacajus,False,285.422,272.256667
Cruz,Pacatuba,False,255.0767,238.383333
Cruz,Paracuru,False,174.2706,169.458333
Cruz,Paraipaba,False,157.6488,149.068333
Cruz,Parambu,False,461.6417,433.913333
Cruz,Pedra Branca,False,364.267,376.39
Cruz,Pentecoste,False,171.3478,174.305
Cruz,Quixadá,True,389.1454,367.346667
Cruz,Quixeramobim,False,390.729,386.068333
Cruz,Redenção,False,289.5977,266.378333
Cruz,Russas,True,398.3747,379.61
Cruz,Santa Quitéria,False,191.0984,187.828333
Cruz,Santana do Acaraú,False,77.432,73.401667
Cruz,Senador Pompeu,False,415.3545,427.553333
Cruz,Sobral,True,113.2824,108.533333
Cruz,São Benedito,False,202.6171,196.16
Cruz,São Gonçalo do Amarante,False,181.3495,171.298333
Cruz,Tabuleiro do Norte,False,440.7963,421.7
Cruz,Tamboril,False,256.5916,250.013333
Cruz,Tauá,False,445.1818,420.193333
Cruz,Tianguá,False,185.8914,174.208333
Cruz,Trairi,False,141.9167,134.96
Cruz,Ubajara,False,195.3704,188.748333
Cruz,Viçosa do Ceará,False,155.2752,151.875
Cruz,Várzea Alegre,False,554.1475,579.901667
Eusébio,Acaraú,False,250.3564,239.075
Eusébio,Acopiara,False,335.9236,352.578333
Eusébio,Amontada,False,182.9861,176.79
Eusébio,Aquiraz,False,8.713,12.378333
Eusébio,Aracati,False,128.1976,121.163333
Eusébio,Aracoiaba,False,89.0443,80.436667
Eusébio,Aurora,False,458.6204,394.651667
Eusébio,Barbalha,False,533.2354,442.893333
Eusébio,Baturité,False,100.9733,93.086667
Eusébio,Beberibe,False,62.0067,63.896667
Eusébio,Bela Cruz,False,245.4877,236.365
Eusébio,Boa Viagem,False,236.1755,227.818333
Eusébio,Brejo Santo,False,512.9529,427.253333
Eusébio,Camocim,False,368.8576,346.608333
Eusébio,Campos Sales,False,563.3072,487.373333
Eusébio,Canindé,False,134.4607,131.455
Eusébio,Caririaçu,False,494.6276,409.236667
Eusébio,Cascavel,False,41.269,44.3
Eusébio,Caucaia,True,39.4418,42.438333
Eusébio,Cedro,False,417.96,363.78
Eusébio,Chorozinho,False,61.5969,66.826667
Eusébio,Crateús,True,371.1115,345.816667
Eusébio,Crato,False,533.1961,438.108333
Eusébio,Cruz,False,259.0753,245.783333
Eusébio,Eusébio,True,0.0,0.0
Eusébio,Forquilha,False,230.5987,208.86
Eusébio,Fortaleza,False,23.574,31.418333
Eusébio,Granja,False,342.3699,324.131667
Eusébio,Guaiúba,False,44.3371,42.491667
Eusébio,Guaraciaba do Norte,False,318.0417,316.865
Eusébio,Horizonte,True,43.2793,58.311667
Eusébio,Ibiapina,False,320.1278,297.751667
Eusébio,Icapuí,False,180.2666,165.968333
Eusébio,Icó,False,374.5597,322.981667
Eusébio,Iguatu,False,353.4644,357.696667
Eusébio,Independência,False,321.3497,298.8
Eusébio,Ipu,False,312.2458,299.538333
Eusébio,Ipueiras,False,319.6553,305.966667
Eusébio,Itaitinga,False,23.8897,29.193333
Eusébio,Itapajé,False,146.0202,135.698333
Eusébio,Itapipoca,True,152.2837,147.15
Eusébio,Itarema,False,225.907,220.95
Eusébio,Jaguaribe,False,305.6605,270.491667
Eusébio,Jaguaruana,False,170.1203,158.096667
Eusébio,Jardim,False,570.3884,477.603333
Eusébio,Juazeiro do Norte,True,522.2227,429.69
Eusébio,Lavras da Mangabeira,False,432.5838,365.915
Eusébio,Limoeiro do Norte,False,191.2801,186.928333
Eusébio,Maracanaú,False,28.3525,32.655
Eusébio,Maranguape,False,35.2109,38.841667
Eusébio,Marco,False,236.5284,226.588333
Eusébio,Massapê,False,269.5731,247.605
Eusébio,Mauriti,False,504.1822,423.651667
Eusébio,Milagres,False,491.619,411.476667
Eusébio,Missão Velha,False,518.7889,433.893333
Eusébio,Mombaça,False,296.3969,307.06
Eusébio,Morada Nova,False,158.1423,166.883333
Eusébio,Nova Russas,False,319.5567,307.005
Eusébio,Novo Oriente,False,413.0088,383.616667
Eusébio,Ocara,False,106.9101,98.153333
Eusébio,Pacajus,False,46.8226,52.063333
Eusébio,Pacatuba,False,36.5026,36.43
Eusébio,Paracuru,False,105.7183,105.498333
Eusébio,Paraipaba,False,110.1267,110.448333
Eusébio,Parambu,False,420.6699,364.17
Eusébio,Pedra Branca,False,277.836,274.44
Eusébio,Pentecoste,False,108.1855,106.278333
Eusébio,Quixadá,True,160.7439,161.321667
Eusébio,Quixeramobim,False,203.6512,205.623333
Eusébio,Redenção,False,71.0236,64.425
Eusébio,Russas,True,160.3046,155.821667
Eusébio,Santa Quitéria,False,237.8262,230.503333
Eusébio,Santana do Acaraú,False,251.5718,240.815
Eusébio,Senador Pompeu,False,257.4491,266.505
Eusébio,Sobral,True,248.2285,227.353333
Eusébio,São Benedito,False,334.7652,313.331667
Eusébio,São Gonçalo do Amarante,False,77.7339,78.461667
Eusébio,Tabuleiro do Norte,False,202.7263,197.911667
Eusébio,Tamboril,False,303.4415,292.783333
Eusébio,Tauá,False,359.9403,318.713333
Eusébio,Tianguá,False,334.595,304.538333
Eusébio,Trairi,False,141.9822,142.266667
Eusébio,Ubajara,False,327.5185,305.92
Eusébio,Viçosa do Ceará,False,364.9803,326.396667
Eusébio,Várzea Alegre,False,472.6846,400.676667
Forquilha,Acaraú,False,117.473,110.323333
Forquilha,Acopiara,False,335.7529,364.021667
Forquilha,Amontada,False,90.3064,84.75
Forquilha,Aquiraz,False,235.1525,213.323333
Forquilha,Aracati,False,354.6371,322.108333
Forquilha,Aracoiaba,False,214.8994,234.643333
Forquilha,Aurora,False,497.759,514.198333
Forquilha,Barbalha,False,550.475,540.455
Forquilha,Baturité,False,222.3919,241.585
Forquilha,Beberibe,False,288.4462,264.841667
Forquilha,Bela Cruz,False,105.506,100.356667
Forquilha,Boa Viagem,False,201.4932,218.288333
Forquilha,Brejo Santo,False,578.0666,552.051667
Forquilha,Camocim,False,144.2589,141.215
Forquilha,Campos Sales,False,507.8645,474.57
Forquilha,Canindé,False,138.6768,148.96
Forquilha,Caririaçu,False,499.1256,509.058333
Forquilha,Cascavel,False,267.7086,245.245
Forquilha,Caucaia,True,199.1733,176.448333
Forquilha,Cedro,False,427.6064,453.585
Forquilha,Chorozinho,False,271.1122,247.858333
Forquilha,Crateús,True,199.6088,198.71
Forquilha,Crato,False,530.4277,520.633333
Forquilha,Cruz,False,122.5878,115.141667
Forquilha,Eusébio,True,227.7402,204.086667
Forquilha,Forquilha,False,0.0,0.0
Forquilha,Fortaleza,False,214.1008,194.46
Forquilha,Granja,False,117.7021,119.885
Forquilha,Guaiúba,False,233.8271,205.283333
Forquilha,Guaraciaba do Norte,False,97.688,109.59
Forquilha,Horizonte,True,252.7946,239.343333
Forquilha,Ibiapina,False,89.7029,89.471667
Forquilha,Icapuí,False,406.7061,366.913333
Forquilha,Icó,False,438.8059,446.508333
Forquilha,Iguatu,False,372.7924,402.153333
Forquilha,Independência,False,245.3875,239.726667
Forquilha,Ipu,False,104.9937,110.28
Forquilha,Ipueiras,False,129.7985,132.955
Forquilha,Itaitinga,False,233.405,210.225
Forquilha,Itapajé,False,86.1949,76.533333
Forquilha,Itapipoca,True,105.5998,102.888333
Forquilha,Itarema,False,133.2925,130.246667
Forquilha,Jaguaribe,False,411.331,427.831667
Forquilha,Jaguaruana,False,387.9661,356.715
Forquilha,Jardim,False,587.628,575.165
Forquilha,Juazeiro do Norte,True,526.7207,529.511667
Forquilha,Lavras da Mangabeira,False,465.0128,485.388333
Forquilha,Limoeiro do Norte,False,354.6504,368.615
Forquilha,Maracanaú,False,212.2268,190.243333
Forquilha,Maranguape,False,214.5478,191.86
Forquilha,Marco,False,96.5467,90.58
Forquilha,Massapê,False,39.1482,39.325
Forquilha,Mauriti,False,569.2959,548.45
Forquilha,Milagres,False,556.7326,536.275
Forquilha,Missão Velha,False,548.2438,549.901667
Forquilha,Mombaça,False,288.5592,315.088333
Forquilha,Morada Nova,False,316.0567,330.456667
Forquilha,Nova Russas,False,151.2544,151.446667
Forquilha,Novo Oriente,False,241.8794,236.95
Forquilha,Ocara,False,296.4001,260.945
Forquilha,Pacajus,False,256.338,233.095
Forquilha,Pacatuba,False,225.9927,199.221667
Forquilha,Paracuru,False,175.7695,153.426667
Forquilha,Paraipaba,False,162.4003,156.113333
Forquilha,Parambu,False,335.0451,323.381667
Forquilha,Pedra Branca,False,242.8147,263.601667
Forquilha,Pentecoste,False,135.1678,129.18
Forquilha,Quixadá,True,237.0507,256.295
Forquilha,Quixeramobim,False,269.2766,273.28
Forquilha,Redenção,False,260.5136,227.216667
Forquilha,Russas,True,369.2906,340.448333
Forquilha,Santa Quitéria,False,69.6461,75.04
Forquilha,Santana do Acaraú,False,45.7435,44.025
Forquilha,Senador Pompeu,False,293.9021,314.765
Forquilha,Sobral,True,17.8037,19.073333
Forquilha,São Benedito,False,104.3403,105.051667
Forquilha,São Gonçalo do Amarante,False,168.6026,147.731667
Forquilha,Tabuleiro do Norte,False,360.5708,373.361667
Forquilha,Tamboril,False,135.1393,137.225
Forquilha,Tauá,False,323.7294,307.405
Forquilha,Tianguá,False,104.1701,96.258333
Forquilha,Trairi,False,156.4238,152.476667
Forquilha,Ubajara,False,97.0936,97.64
Forquilha,Viçosa do Ceará,False,134.5555,118.116667
Forquilha,Várzea Alegre,False,432.6951,467.113333
Fortaleza,Acaraú,False,235.2759,224.783333
Fortaleza,Acopiara,False,340.6954,357.705
Fortaleza,Amontada,False,165.5603,162.578333
Fortaleza,Aquiraz,False,28.6794,39.918333
Fortaleza,Aracati,False,148.164,148.703333
Fortaleza,Aracoiaba,False,84.2779,81.448333
Fortaleza,Aurora,False,464.3422,406.97
Fortaleza,Barbalha,False,538.9572,455.211667
Fortaleza,Baturité,False,96.207,94.098333
Fortaleza,Beberibe,False,81.9731,91.436667
Fortaleza,Bela Cruz,False,228.0619,222.153333
Fortaleza,Boa Viagem,False,219.1984,213.951667
Fortaleza,Brejo Santo,False,518.6746,439.571667
Fortaleza,Camocim,False,353.7771,332.316667
Fortaleza,Campos Sales,False,546.3301,473.506667
Fortaleza,Canindé,False,117.4836,117.588333
Fortaleza,Caririaçu,False,500.3494,421.555
Fortaleza,Cascavel,False,61.2355,71.84
Fortaleza,Caucaia,True,16.479,22.558333
Fortaleza,Cedro,False,423.6818,376.098333
Fortaleza,Chorozinho,False,67.8479,75.55
Fortaleza,Crateús,True,354.1344,331.95
Fortaleza,Crato,False,538.9178,450.426667
Fortaleza,Cruz,False,243.9948,231.491667
Fortaleza,Eusébio,True,21.2671,30.681667
Fortaleza,Forquilha,False,213.1729,194.648333
Fortaleza,Fortaleza,False,0.0,0.0
Fortaleza,Granja,False,327.2894,309.84
Fortaleza,Guaiúba,False,39.5707,43.503333
Fortaleza,Guaraciaba do Norte,False,301.0646,302.998333
Fortaleza,Horizonte,True,49.5303,67.035
Fortaleza,Ibiapina,False,302.702,283.54
Fortaleza,Icapuí,False,200.233,193.508333
Fortaleza,Icó,False,380.2815,335.3
Fortaleza,Iguatu,False,358.2363,362.823333
Fortaleza,Independência,False,304.3726,284.933333
Fortaleza,Ipu,False,295.2687,285.671667
Fortaleza,Ipueiras,False,302.6782,292.1
Fortaleza,Itaitinga,False,30.1408,37.916667
Fortaleza,Itapajé,False,128.5945,121.486667
Fortaleza,Itapipoca,True,134.8579,132.938333
Fortaleza,Itarema,False,210.8265,206.658333
Fortaleza,Jaguaribe,False,311.3823,282.81
Fortaleza,Jaguaruana,False,184.7018,184.406667
Fortaleza,Jardim,False,576.1102,489.921667
Fortaleza,Juazeiro do Norte,True,527.9445,442.008333
Fortaleza,Lavras da Mangabeira,False,438.3055,378.233333
Fortaleza,Limoeiro do Norte,False,197.0019,199.246667
Fortaleza,Maracanaú,False,23.5862,33.666667
Fortaleza,Maranguape,False,25.6926,35.838333
Fortaleza,Marco,False,219.1026,212.376667
Fortaleza,Massapê,False,252.1473,233.393333
Fortaleza,Mauriti,False,509.904,435.97
Fortaleza,Milagres,False,497.3407,423.795
Fortaleza,Missão Velha,False,524.5106,446.211667
Fortaleza,Mombaça,False,306.6034,312.06
Fortaleza,Morada Nova,False,164.3933,175.606667
Fortaleza,Nova Russas,False,302.5795,293.138333
Fortaleza,Novo Oriente,False,396.0317,369.75
Fortaleza,Ocara,False,102.1438,99.165
Fortaleza,Pacajus,False,53.0737,60.786667
Fortaleza,Pacatuba,False,31.7363,37.441667
Fortaleza,Paracuru,False,90.6378,91.206667
Fortaleza,Paraipaba,False,95.0463,96.156667
Fortaleza,Parambu,False,403.6928,350.303333
Fortaleza,Pedra Branca,False,260.8589,260.573333
Fortaleza,Pentecoste,False,90.7597,92.066667
Fortaleza,Quixadá,True,165.805,166.405
Fortaleza,Quixeramobim,False,208.423,210.75
Fortaleza,Redenção,False,66.2572,65.436667
Fortaleza,Russas,True,166.0264,168.14
Fortaleza,Santa Quitéria,False,220.8491,216.636667
Fortaleza,Santana do Acaraú,False,234.146,226.603333
Fortaleza,Senador Pompeu,False,262.2209,271.631667
Fortaleza,Sobral,True,230.8027,213.141667
Fortaleza,São Benedito,False,317.3393,299.12
Fortaleza,São Gonçalo do Amarante,False,60.3081,64.25
Fortaleza,Tabuleiro do Norte,False,208.448,210.23
Fortaleza,Tamboril,False,286.4644,278.916667
Fortaleza,Tauá,False,342.9631,304.846667
Fortaleza,Tianguá,False,317.1692,290.326667
Fortaleza,Trairi,False,126.9018,127.975
Fortaleza,Ubajara,False,310.0927,291.708333
Fortaleza,Viçosa do Ceará,False,347.5545,312.185
Fortaleza,Várzea Alegre,False,478.4063,412.995
Granja,Acaraú,False,93.0659,89.226667
Granja,Acopiara,False,449.9736,479.151667
Granja,Amontada,False,163.9821,154.228333
Granja,Aquiraz,False,350.3503,330.363333
Granja,Aracati,False,469.8349,439.148333
Granja,Aracoiaba,False,329.1201,349.773333
Granja,Aurora,False,611.9797,629.328333
Granja,Barbalha,False,663.0948,639.068333
Granja,Baturité,False,336.6126,356.715
Granja,Beberibe,False,403.644,381.881667
Granja,Bela Cruz,False,100.9668,96.905
Granja,Boa Viagem,False,315.7139,333.418333
Granja,Brejo Santo,False,692.2873,667.181667
Granja,Camocim,False,26.5426,23.235
Granja,Campos Sales,False,607.4796,555.626667
Granja,Canindé,False,252.8975,264.09
Granja,Caririaçu,False,613.3463,624.188333
Granja,Cascavel,False,382.9064,362.285
Granja,Caucaia,True,310.5495,292.903333
Granja,Cedro,False,541.8271,568.715
Granja,Chorozinho,False,386.31,364.898333
Granja,Crateús,True,300.552,280.328333
Granja,Crato,False,643.0475,619.246667
Granja,Cruz,False,83.8896,79.918333
Granja,Eusébio,True,342.938,321.126667
Granja,Forquilha,False,115.3717,117.54
Granja,Fortaleza,False,329.2987,311.5
Granja,Granja,False,0.0,0.0
Granja,Guaiúba,False,349.025,322.323333
Granja,Guaraciaba do Norte,False,164.5401,153.351667
Granja,Horizonte,True,367.9924,356.383333
Granja,Ibiapina,False,126.6843,118.331667
Granja,Icapuí,False,521.9039,483.953333
Granja,Icó,False,553.0266,561.638333
Granja,Iguatu,False,487.0131,517.283333
Granja,Independência,False,345.4778,322.75
Granja,Ipu,False,191.4269,178.431667
Granja,Ipueiras,False,213.5076,198.553333
Granja,Itaitinga,False,348.6028,327.265
Granja,Itapajé,False,201.3928,193.573333
Granja,Itapipoca,True,195.4804,187.353333
Granja,Itarema,False,116.4108,110.921667
Granja,Jaguaribe,False,525.5517,542.961667
Granja,Jaguaruana,False,503.1639,473.755
Granja,Jardim,False,700.2478,673.778333
Granja,Juazeiro do Norte,True,654.6946,629.38
Granja,Lavras da Mangabeira,False,579.2335,600.518333
Granja,Limoeiro do Norte,False,468.8711,483.745
Granja,Maracanaú,False,327.4247,307.283333
Granja,Maranguape,False,329.7457,308.9
Granja,Marco,False,109.3541,106.556667
Granja,Massapê,False,79.4661,83.185
Granja,Mauriti,False,683.5166,663.58
Granja,Milagres,False,670.9533,651.405
Granja,Missão Velha,False,678.7386,651.228333
Granja,Mombaça,False,402.7799,430.218333
Granja,Morada Nova,False,430.2774,445.586667
Granja,Nova Russas,False,244.0053,227.24
Granja,Novo Oriente,False,341.4946,318.006667
Granja,Ocara,False,411.598,377.985
Granja,Pacajus,False,371.5358,350.135
Granja,Pacatuba,False,341.1905,316.261667
Granja,Paracuru,False,257.6328,247.886667
Granja,Paraipaba,False,241.011,227.496667
Granja,Parambu,False,434.6603,404.438333
Granja,Pedra Branca,False,357.0353,378.731667
Granja,Pentecoste,False,250.3657,246.22
Granja,Quixadá,True,351.2714,371.425
Granja,Quixeramobim,False,383.4973,388.41
Granja,Redenção,False,375.7115,344.256667
Granja,Russas,True,484.4884,457.488333
Granja,Santa Quitéria,False,183.8667,190.17
Granja,Santana do Acaraú,False,101.9687,107.676667
Granja,Senador Pompeu,False,408.1228,429.895
Granja,Sobral,True,98.7474,100.936667
Granja,São Benedito,False,141.8128,133.798333
Granja,São Gonçalo do Amarante,False,264.7117,249.726667
Granja,Tabuleiro do Norte,False,474.7915,488.491667
Granja,Tamboril,False,249.3599,252.355
Granja,Tauá,False,430.921,400.818333
Granja,Tianguá,False,101.9024,94.741667
Granja,Trairi,False,225.279,213.388333
Granja,Ubajara,False,118.2677,111.245
Granja,Viçosa do Ceará,False,71.2861,72.408333
Granja,Várzea Alegre,False,546.9158,582.243333
Guaiúba,Acaraú,False,254.3975,235.531667
Guaiúba,Acopiara,False,301.6806,318.433333
Guaiúba,Amontada,False,187.0272,173.246667
Guaiúba,Aquiraz,False,50.1798,48.306667
Guaiúba,Aracati,False,153.1727,139.471667
Guaiúba,Aracoiaba,False,45.263,42.176667
Guaiúba,Aurora,False,449.4538,387.143333
Guaiúba,Barbalha,False,460.8065,427.343333
Guaiúba,Baturité,False,57.1921,54.826667
Guaiúba,Beberibe,False,86.8468,88.236667
Guaiúba,Bela Cruz,False,249.5288,232.821667
Guaiúba,Boa Viagem,False,206.9561,206.95
Guaiúba,Brejo Santo,False,503.7863,419.745
Guaiúba,Camocim,False,372.8987,343.065
Guaiúba,Campos Sales,False,534.0878,466.505
Guaiúba,Canindé,False,105.2413,110.586667
Guaiúba,Caririaçu,False,422.1987,393.686667
Guaiúba,Cascavel,False,66.1092,68.64
Guaiúba,Caucaia,True,43.4829,38.895
Guaiúba,Cedro,False,350.6795,338.213333
Guaiúba,Chorozinho,False,53.89,57.206667
Guaiúba,Crateús,True,341.892,324.948333
Guaiúba,Crato,False,460.7672,422.558333
Guaiúba,Cruz,False,263.1164,242.24
Guaiúba,Eusébio,True,42.7675,39.07
Guaiúba,Forquilha,False,234.6398,205.316667
Guaiúba,Fortaleza,False,39.1905,41.831667
Guaiúba,Granja,False,346.411,320.588333
Guaiúba,Guaiúba,False,0.0,0.0
Guaiúba,Guaraciaba do Norte,False,288.8223,295.996667
Guaiúba,Horizonte,True,42.3656,52.081667
Guaiúba,Ibiapina,False,324.1689,294.208333
Guaiúba,Icapuí,False,205.2417,184.276667
Guaiúba,Icó,False,365.3932,315.473333
Guaiúba,Iguatu,False,319.2214,323.551667
Guaiúba,Independência,False,292.1303,277.931667
Guaiúba,Ipu,False,283.0264,278.67
Guaiúba,Ipueiras,False,290.4358,285.098333
Guaiúba,Itaitinga,False,20.5188,19.965
Guaiúba,Itapajé,False,150.0613,132.155
Guaiúba,Itapipoca,True,156.3248,143.606667
Guaiúba,Itarema,False,229.9481,217.406667
Guaiúba,Jaguaribe,False,296.494,262.983333
Guaiúba,Jaguaruana,False,169.8135,164.58
Guaiúba,Jardim,False,497.9595,462.053333
Guaiúba,Juazeiro do Norte,True,449.7938,414.14
Guaiúba,Lavras da Mangabeira,False,423.4172,358.406667
Guaiúba,Limoeiro do Norte,False,182.1136,179.42
Guaiúba,Maracanaú,False,23.3802,21.258333
Guaiúba,Maranguape,False,25.5386,23.538333
Guaiúba,Marco,False,240.5695,223.045
Guaiúba,Massapê,False,273.6142,244.061667
Guaiúba,Mauriti,False,495.0157,416.143333
Guaiúba,Milagres,False,482.4524,403.968333
Guaiúba,Missão Velha,False,509.6223,426.385
Guaiúba,Mombaça,False,262.1539,272.915
Guaiúba,Morada Nova,False,149.505,155.78
Guaiúba,Nova Russas,False,290.3372,286.136667
Guaiúba,Novo Oriente,False,383.7893,362.748333
Guaiúba,Ocara,False,63.1289,59.893333
Guaiúba,Pacajus,False,45.909,45.833333
Guaiúba,Pacatuba,False,9.5869,9.843333
Guaiúba,Paracuru,False,109.7594,101.955
Guaiúba,Paraipaba,False,114.1678,106.905
Guaiúba,Parambu,False,391.4505,343.301667
Guaiúba,Pedra Branca,False,248.6166,253.571667
Guaiúba,Pentecoste,False,112.2266,102.735
Guaiúba,Quixadá,True,126.7901,127.133333
Guaiúba,Quixeramobim,False,169.4081,171.478333
Guaiúba,Redenção,False,27.2423,26.165
Guaiúba,Russas,True,151.138,148.313333
Guaiúba,Santa Quitéria,False,208.6067,209.635
Guaiúba,Santana do Acaraú,False,255.6129,237.271667
Guaiúba,Senador Pompeu,False,223.206,232.36
Guaiúba,Sobral,True,252.2696,223.81
Guaiúba,São Benedito,False,338.8063,309.788333
Guaiúba,São Gonçalo do Amarante,False,81.775,74.918333
Guaiúba,Tabuleiro do Norte,False,193.5597,190.403333
Guaiúba,Tamboril,False,274.222,271.915
Guaiúba,Tauá,False,330.7208,297.845
Guaiúba,Tianguá,False,338.6361,300.995
Guaiúba,Trairi,False,146.0233,138.723333
Guaiúba,Ubajara,False,331.5596,302.376667
Guaiúba,Viçosa do Ceará,False,369.0214,322.853333
Guaiúba,Várzea Alegre,False,392.9195,378.306667
Guaraciaba do Norte,Acaraú,False,203.5765,199.908333
Guaraciaba do Norte,Acopiara,False,345.8035,337.486667
Guaraciaba do Norte,Amontada,False,176.4099,174.335
Guaraciaba do Norte,Aquiraz,False,322.1944,320.963333
Guaraciaba do Norte,Aracati,False,400.3239,407.703333
Guaraciaba do Norte,Aracoiaba,False,260.843,272.396667
Guaraciaba do Norte,Aurora,False,507.8096,487.663333
Guaraciaba do Norte,Barbalha,False,498.9844,486.82
Guaraciaba do Norte,Baturité,False,268.3354,279.338333
Guaraciaba do Norte,Beberibe,False,375.4881,372.481667
Guaraciaba do Norte,Bela Cruz,False,191.6096,189.941667
Guaraciaba do Norte,Boa Viagem,False,201.9486,203.776667
Guaraciaba do Norte,Brejo Santo,False,589.6458,528.788333
Guaraciaba do Norte,Camocim,False,190.8807,173.281667
Guaraciaba do Norte,Campos Sales,False,443.3693,403.378333
Guaraciaba do Norte,Canindé,False,184.6204,186.713333
Guaraciaba do Norte,Caririaçu,False,509.1761,482.523333
Guaraciaba do Norte,Cascavel,False,354.7505,352.885
Guaraciaba do Norte,Caucaia,True,296.2529,283.865
Guaraciaba do Norte,Cedro,False,437.6569,427.05
Guaraciaba do Norte,Chorozinho,False,301.0413,325.438333
Guaraciaba do Norte,Crateús,True,136.4416,128.08
Guaraciaba do Norte,Crato,False,478.9371,466.998333
Guaraciaba do Norte,Cruz,False,208.6914,204.726667
Guaraciaba do Norte,Eusébio,True,314.7821,311.726667
Guaraciaba do Norte,Forquilha,False,97.6486,109.281667
Guaraciaba do Norte,Fortaleza,False,300.9076,301.541667
Guaraciaba do Norte,Granja,False,165.5228,154.008333
Guaraciaba do Norte,Guaiúba,False,288.5821,295.623333
Guaraciaba do Norte,Guaraciaba do Norte,False,0.0,0.0
Guaraciaba do Norte,Horizonte,True,330.3814,341.193333
Guaraciaba do Norte,Ibiapina,False,37.6536,35.871667
Guaraciaba do Norte,Icapuí,False,452.393,452.508333
Guaraciaba do Norte,Icó,False,450.3851,423.245
Guaraciaba do Norte,Iguatu,False,382.843,375.618333
Guaraciaba do Norte,Independência,False,181.3674,170.501667
Guaraciaba do Norte,Ipu,False,27.3165,26.183333
Guaraciaba do Norte,Ipueiras,False,49.3972,46.305
Guaraciaba do Norte,Itaitinga,False,308.5346,309.076667
Guaraciaba do Norte,Itapajé,False,183.2746,183.95
Guaraciaba do Norte,Itapipoca,True,191.7034,192.473333
Guaraciaba do Norte,Itarema,False,219.3961,219.831667
Guaraciaba do Norte,Jaguaribe,False,422.9102,404.568333
Guaraciaba do Norte,Jaguaruana,False,416.9648,432.811667
Guaraciaba do Norte,Jardim,False,536.1374,521.53
Guaraciaba do Norte,Juazeiro do Norte,True,490.5842,477.131667
